date,window_start,window_end,n_days,lambda,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa,sigma,mu_p,rf_mean,persist_p,persist_q,uncond_var_p,uncond_var_q,q_stationary,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2019-09-03,2018-03-05,2019-09-03,378,0.11507009884262333,1.900863694387505e-05,0.16245076873783118,0.7999016340131797,0.01856923954573488,5.333333333333333,-0.02042186666306539,0.06660258779573248,-0.018039223915143676,0.35670329940355666,0.5053795669128914,0.0217478835978836,0.9623524027510109,0.9645034341163276,0.0005049096976404103,0.0005355063643668853,True,-0.02828110073777543,-0.025726436138136077,24,True,True
2019-09-30,2018-04-02,2019-09-30,378,0.12929177896597266,1.732153853836914e-05,0.14137223926841544,0.8179781410726271,0.013390830739162371,5.333333333333333,-0.02042186666306539,0.06660258779573248,-0.018039223915143676,0.32769156264733157,0.5630910763881801,0.02184656084656085,0.9593503803410426,0.961713610167443,0.0004261180961517859,0.0004524202625038224,True,-0.02625322298090057,-0.023748723847230813,24,True,True
2019-10-31,2018-05-01,2019-10-31,380,0.15289196778341424,1.6784711679962504e-05,0.14384232868750751,0.8147737401877603,0.014562008176959948,5.305263157894737,-0.02042186666306539,0.06660258779573248,-0.018039223915143676,0.3196990471355389,0.661063000441458,0.021759473684210526,0.9586160688752678,0.961978520506976,0.0004055852410292521,0.0004414534074888398,True,-0.012628409672583177,-0.010356456066258901,24,True,True
2019-11-30,2018-05-31,2019-11-29,379,0.14669048846947394,1.672628938729756e-05,0.13441016956084167,0.8237970286149122,0.013146382159830692,5.319261213720317,-0.02042186666306539,0.06660258779573248,-0.018039223915143676,0.31757721058185673,0.6331509542530902,0.02159419525065963,0.9582071981757538,0.9610994495657313,0.00040021938365457523,0.0004299756481739362,True,-0.02644202145991267,-0.023933021205224225,24,True,True
2019-12-31,2018-07-02,2019-12-31,378,0.17078023341613424,1.610018490277284e-05,0.12240300506861163,0.8348216360322368,0.01260275501408978,5.333333333333333,-0.02042186666306539,0.06660258779573248,-0.018039223915143676,0.30797741626245684,0.7421376413258418,0.021394708994708994,0.9572246411008485,0.9607946334529253,0.00037638924177658175,0.000410662782184194,True,-0.023269028177856838,-0.020831048572033883,24,True,True
2020-01-31,2018-08-01,2020-01-31,378,0.16765267064670575,1.4882543804111561e-05,0.1370928926955824,0.8279859063729255,0.01711961691981958,4.666666666666667,-0.0315164971898139,0.06345371885898995,-0.02907233610682247,0.32771345287546066,0.7339221280073966,0.021148941798941803,0.9650787990685079,0.9689321263049007,0.0004261750285537967,0.0004790332273836668,True,-0.01938413652279989,-0.017220944197327892,24,True,True
2020-02-29,2018-08-30,2020-02-28,376,0.12786061589640113,1.4096571970508429e-05,0.13723381293518327,0.8387947163598035,0.035480082118023754,4.691489361702128,-0.0315164971898139,0.06345371885898995,-0.02907233610682247,0.38495475369543836,0.5744854901182282,0.020886436170212772,0.9760285292949868,0.9782720739300137,0.0005880561999710936,0.0006487766906562065,True,-0.0739346476334103,-0.0693960178082581,24,True,True
2020-03-31,2018-10-01,2020-03-31,377,0.13721567179582467,1.3085782926395552e-05,0.16892307622425695,0.8223149276064499,0.05357480207016051,4.010610079575597,-0.02886368450410548,0.06908353665831722,-0.026129963491635766,0.61347744020182,0.691538274625324,0.01980026525198939,0.9912380038307068,0.9944185112581408,0.001493470514430864,0.0023444968773755465,True,-0.006041091143867627,-0.0036481528866567636,24,True,True
2020-04-30,2018-10-31,2020-04-30,376,0.1635839872600965,1.5642717695722625e-05,0.17688570706965126,0.8006419001216452,0.023986863423698563,4.0212765957446805,-0.02886368450410548,0.06908353665831722,-0.026129963491635766,0.4188241496815377,0.8432852475690857,0.018591223404255317,0.9775276071912964,0.9822610193415411,0.0006960859855415202,0.0008818273156109072,True,-0.012429717045069988,-0.009993182512754717,24,True,True
2020-05-31,2018-12-03,2020-05-29,374,0.20678455734106302,1.6521656813120277e-05,0.1965755930717,0.7760207711672642,0.012053857074068837,4.042780748663102,-0.025312009104310935,0.0671507949408701,-0.022793604083079178,0.389783073334079,1.0337748234614255,0.017363636363636362,0.9725963642389642,0.9810019077325158,0.0006029001756260319,0.0008696482036460899,True,-0.02022452416441971,-0.017809413513729555,24,True,True
2020-06-30,2018-12-31,2020-06-30,378,0.21583748132280572,2.0483756369379486e-05,0.1616101340474929,0.783649013025059,0.02094074384047978,4.0,-0.025312009104310935,0.0671507949408701,-0.022793604083079178,0.30707841569848626,1.0296702966019942,0.016125132275132275,0.9452591470725519,0.952787887419801,0.00037419505312655683,0.0004338665492797814,True,-0.04168019712846391,-0.038658508038746264,24,True,True
2020-07-31,2019-02-01,2020-07-31,378,0.2258044810627467,2.0275917611462144e-05,0.22733576661953184,0.7505688556287456,0.01954561431896303,2.6666666666666665,-0.013555233000541511,0.07565881746887419,-0.01063613666217289,0.4808834313647243,1.0942853012986893,0.014787566137566136,0.9779046222482775,0.9894959418563849,0.0009176542641313948,0.0019302937335497206,True,-0.01403536941587951,-0.011111052259720977,24,True,True
2020-08-31,2019-03-01,2020-08-31,380,0.23501117776302644,2.072044006174291e-05,0.1903960168903581,0.7760911842432101,0.01826754654114964,3.3157894736842106,-0.02159774204797511,0.06794558303879343,-0.019104590119508158,0.39472479489380047,1.1749388089107125,0.013548421052631581,0.9664872011335682,0.977002821444859,0.0006182843797775906,0.0009009992252771733,True,-0.15578147863241715,-0.14227622981832666,24,True,True
