date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2008-08-01,2007-02-02,2008-08-01,378,-0.1446606960880067,0.17251191999944396,2.6666666666666665,0.019470412681695137,0.03641710684730304,0.020337561830037876,-0.015847114249843856,-0.015069315561146768,23,True,True
2008-08-31,2007-03-01,2008-08-29,380,-0.11289352634337332,0.1827631317442013,1.3263157894736843,0.03882997467092242,0.0035619905324981013,0.03960030644709667,-0.00019674091943966835,-0.0001903789067984052,24,True,True
2008-09-30,2007-04-02,2008-09-30,379,-0.07065170099390429,0.1898051552748548,3.324538258575198,-0.01853706780611599,0.06311229463442207,-0.01640936215434574,0.07435746164031026,0.0793392436924889,24,True,True
2008-10-31,2007-05-01,2008-10-31,382,-0.16738350081929138,0.21553616568149092,4.617801047120419,-0.025065525061080125,0.09042200855324144,-0.020758958930703897,0.17249565690632723,0.19313431980285967,24,True,True
2008-11-30,2007-05-31,2008-11-28,380,-0.3218826748361759,0.26105975917580193,4.6421052631578945,-0.008024872034835642,0.09559822930152043,-0.0034493984211022566,0.11843029610629906,0.13088420249354016,24,True,True
2008-12-31,2007-07-02,2008-12-31,380,-0.24391434734265516,0.27450747326066594,5.305263157894737,-0.018638362137987197,0.09345916932391954,-0.014169705172763059,0.03370494012507476,0.03880628214535076,24,True,True
2009-01-31,2007-08-01,2009-01-30,379,-0.23678955161303092,0.29119728115235266,4.654353562005277,-0.030838590940502137,0.0938144993025522,-0.026091586232970254,-0.050049042566538506,-0.044622245657313875,24,True,True
2009-02-28,2007-08-29,2009-02-27,378,-0.3501104248398376,0.30123578344982127,4.0,-0.02445773296755993,0.10109096600641945,-0.019162069242584123,-0.0820930697215766,-0.07409475614067262,23,True,True
2009-03-31,2007-10-01,2009-03-31,378,-0.3393032541545339,0.3203014211224481,4.0,-0.02445773296755993,0.10109096600641945,-0.019162069242584123,-0.05429659069667433,-0.04799681536603184,22,True,True
2009-04-30,2007-10-31,2009-04-30,377,-0.28079690618782854,0.3271630408147139,4.010610079575597,-0.02445773296755993,0.10109096600641945,-0.019162069242584123,-0.04524727993413757,-0.039342745072386,22,True,True
2009-05-31,2007-12-03,2009-05-29,375,-0.22430251419447214,0.3287717278129553,4.032,-0.02445773296755993,0.10109096600641945,-0.019162069242584123,-0.02445773296755993,-0.019162069242584123,23,True,True
2009-06-30,2007-12-31,2009-06-30,378,-0.22120165763643918,0.3287826984703895,4.0,-0.02445773296755993,0.10109096600641945,-0.019162069242584123,-0.03613525412351163,-0.030549208748482437,24,True,True
2009-07-31,2008-02-01,2009-07-31,378,-0.1254264719235284,0.327911505503046,4.0,-0.02445773296755993,0.10109096600641945,-0.019162069242584123,-0.03418523729463473,-0.028656918991968428,24,True,True
