date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa
2019-09-03,2018-03-05,2019-09-03,378,0.5059331734326542,1.5166909625592321e-05,0.2089554520556607,0.7677265732068467,0.0141940464370878,1.3333333333333333,-0.015140806410395058,0.06838777490483823,-0.012720760891435479
2019-09-30,2018-04-02,2019-09-30,378,0.40759315883270275,1.3424482442919251e-05,0.16129553430395255,0.804800633636196,0.015464432861319452,2.0,-0.025934175488682303,0.05184529222984275,-0.024290332186942654
2019-10-31,2018-05-01,2019-10-31,380,0.37265023545275405,1.1352951411733158e-05,0.16583776123850869,0.8082888235548434,0.012002261936502041,1.9894736842105263,-0.025934175488682303,0.05184529222984275,-0.024290332186942654
2019-11-30,2018-05-31,2019-11-29,379,0.28798619044982005,1.0898241117565424e-05,0.15414210010146914,0.8192583598537835,0.011811588242782237,1.9947229551451187,-0.025934175488682303,0.05184529222984275,-0.024290332186942654
2019-12-31,2018-07-02,2019-12-31,378,0.27177019343661124,1.1477403667416922e-05,0.11933793168713654,0.8465192592442661,0.016278535199610422,2.0,-0.02250431496266921,0.05772229578739867,-0.020622764451915798
2020-01-31,2018-08-01,2020-01-31,378,0.30883300195301466,1.5236992324706475e-05,0.12772747272696608,0.8345837508047189,0.013197772266039798,2.0,0.017067891042710077,0.07113266412486394,0.019791116924490426
2020-02-29,2018-08-30,2020-02-28,376,0.19455627693221986,1.2134195935489951e-05,0.10410704348537843,0.8654229086102447,0.025030744000261566,2.6808510638297873,0.0009206898707183608,0.06645423758564148,0.0031336724353230316
2020-03-31,2018-10-01,2020-03-31,377,0.24959512624940003,1.3044291661887993e-05,0.12868243938797455,0.8438186388560378,0.0334754619432021,2.0053050397877983,0.017067891042710077,0.07113266412486394,0.019791116924490426
2020-04-30,2018-10-31,2020-04-30,376,0.3629919653043125,1.3245291765642855e-05,0.1272381173636645,0.8408061650370983,0.022933408654756016,2.0106382978723403,0.02239367509291294,0.0621104980942659,0.024620737659661884
2020-05-31,2018-12-03,2020-05-29,374,0.3268605044456076,2.5085545613203697e-05,0.1987207770610904,0.7379758842532768,0.01322383849353702,2.021390374331551,0.011895589911912197,0.07993904724741391,0.015205155331968756
2020-06-30,2018-12-31,2020-06-30,378,0.4017398031134312,2.9947268037986947e-05,0.20413656334081481,0.7118607835108187,0.015666252030731184,2.6666666666666665,0.023897800508407174,0.06954408496313673,0.026665313590411133
2020-07-31,2019-02-01,2020-07-31,378,0.413487169018808,2.1363425791134154e-05,0.16442030364813437,0.778362508813079,0.020308879107224415,2.6666666666666665,0.027998751654967347,0.07278334142536667,0.031121927098162194
2020-08-31,2019-03-01,2020-08-31,380,0.472045975697122,1.751649513381697e-05,0.13905462096391674,0.8139069354120714,0.016478642441679993,2.6526315789473687,0.027998751654967347,0.07278334142536667,0.031121927098162194
